image_path,anatomical_view
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0026.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0027.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0028.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0029.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0030.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0031.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0032.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0033.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0034.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0035.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0036.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0037.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0038.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0039.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0040.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0041.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0042.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0043.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0044.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0045.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0046.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0047.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0048.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0049.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0050.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0051.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0052.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0053.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0054.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0055.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0056.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0057.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0058.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0059.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0060.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0061.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0062.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0063.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0064.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0065.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0066.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0067.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0068.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0069.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0070.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0071.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0072.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0073.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0074.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0075.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0076.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0077.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0078.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0079.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0080.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0081.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0082.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0083.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0084.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0085.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0086.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0087.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0088.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0089.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0090.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0091.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0092.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0093.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0094.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0095.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0096.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0097.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0098.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0099.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0100.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0101.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0102.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0103.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0104.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0105.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0106.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0107.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0108.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0109.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0110.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0111.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0112.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0113.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0114.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0115.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0116.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0117.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0118.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0119.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0120.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0121.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0122.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0123.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0124.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0125.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0126.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0127.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0128.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0129.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0130.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0131.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0132.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0133.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0134.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0135.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0136.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0137.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0138.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0139.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0140.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0141.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0142.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0143.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0144.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0145.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0146.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0147.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0148.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0149.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0150.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0151.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0152.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0153.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0154.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0155.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0156.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0157.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0158.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0159.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0160.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0161.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0162.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0163.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0164.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0165.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0166.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0167.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0168.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0169.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0170.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0171.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0172.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0173.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0174.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0175.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0176.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0177.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0178.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0179.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0180.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0181.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0182.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0183.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0184.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0185.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0186.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0187.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0188.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0189.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0190.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0191.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0192.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0193.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0194.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0195.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0196.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0197.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0198.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0199.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0200.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0201.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0202.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0203.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0204.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0205.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0206.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0207.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0208.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0209.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0210.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0211.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0212.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0213.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0214.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0215.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0216.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0217.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0218.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0219.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0220.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0221.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0222.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0223.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0224.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0225.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0226.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0227.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0228.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0229.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0230.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0231.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0232.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0233.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0234.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0235.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0236.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0237.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0238.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0239.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0240.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0241.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0242.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0243.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0244.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0245.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0246.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0247.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0248.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0249.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0250.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0251.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0252.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0253.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0254.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0255.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0256.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0257.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0258.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0259.jpg,coronal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0260.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0261.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0262.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0263.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0264.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0265.jpg,axial
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0266.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0267.jpg,sagittal
/content/drive/MyDrive/281_final_project/plane_classification_data/Testing/pituitary/Te-pi_0268.jpg,sagittal
